Majority protein IDs,Protein names,Gene names,Peptides,Sequence coverage [%],Azaguanine_1,Raltitrexed_1,Topotecan_1,Floxuridine_1,Nutlin_1,Dasatinib_1,Gefitinib_1,Vincristine_1,Bortezomib_1,Azaguanine_2,Raltitrexed_2,Topotecan_2,Floxuridine_2,Nutlin_2,Dasatinib_2,Gefitinib_2,Vincristine_2,Bortezomib_2,Azaguanine_3,Raltitrexed_3,Topotecan_3,Floxuridine_3,Nutlin_3,Dasatinib_3,Gefitinib_3,Vincristine_3,Bortezomib_3
A0A1C7CYX9;Q16555-2;Q16555;E5RFU4;H0YBT4;E9PD68;Q14194;Q14194-2,Dihydropyrimidinase-related protein 2,DPYSL2,28,57,0.981511406,1.014972219,0.747077595,0.966199668,0.868662853,1.119766424,1.207947971,0.980754478,0.74804628,0.950307498,1.017425709,0.75115238,0.935679883,0.847950995,1.073665749,1.207822718,0.914314591,0.729015836,0.949852152,1.016158509,0.716648649,0.955999079,0.849629248,1.066906426,1.217875506,0.905442442,0.708653299
Q5T0N5-3;Q5T0N5-4;S4R347;Q5T0N5-2;Q5T0N5-5;Q5T0N5;A0A075B6Q2,Formin-binding protein 1-like,FNBP1L,29,57,0.928159068,0.995399047,0.805377735,0.998048089,0.994745779,1.004321062,1.086976695,0.977202752,0.937682415,0.933317685,0.955745969,0.870948187,0.975552209,1.034921791,1.036191009,1.027583616,1.021532316,0.941795076,0.970332409,1.03090432,0.881252075,1.148929398,1.147560261,1.073937977,1.13704457,1.076593362,1.190608959
P29084;E5RH41;E5RIW4;E5RK24,Transcription initiation factor IIE subunit beta,GTF2E2,18,57,1.170957731,0.975905835,1.070191046,0.958243372,0.633251708,0.753986827,0.932721419,0.990412155,1.28899119,1.266626355,1.001549094,1.137246137,1.07751477,0.701803616,0.895971132,0.950629757,1.129299979,1.503201402,1.164861148,0.995069594,1.118236545,1.150479733,0.663530802,0.832871866,0.841853913,1.0743362,1.61474053
Q9NXR1-2;Q9NXR1;I3L522;I3L3G9;I3L2S8;I3L464,Nuclear distribution protein nudE homolog 1,NDE1,18,57,0.873830743,0.987040225,0.738183388,0.931341995,0.977116965,0.913078009,0.92744523,1.028649774,1.516026249,0.924946365,0.903337329,1.61806886,0.812953253,1.135088462,0.912157971,0.855802368,1.014575217,1.519544185,1.795267935,0.94008168,2.216981579,0.823061226,2.743772031,1.297659966,1.233654489,1.745778935,2.379648063
Q9Y6M9;E9PH64;E7EWZ0;E9PF49,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,NDUFB9,9,57,1.059040712,0.970101987,1.029661824,1.064906678,1.075797371,1.25581233,1.121882532,1.022188373,1.623268906,1.204106763,1.172925509,1.275622396,1.241453768,1.196564023,1.512621046,1.325009528,1.093299684,1.907152077,1.087984832,1.044243587,1.054557404,1.094743821,1.036287164,1.272507097,1.12628561,0.982856182,1.666200615
Q9BZL4-4;Q9BZL4-3;K7EL81;Q9BZL4-5,Protein phosphatase 1 regulatory subunit 12C,PPP1R12C,36,57,0.914045064,1.073818179,1.192730216,1.096548942,1.074538897,0.95666229,0.95845021,0.993098407,0.860845221,0.867286627,0.991538284,1.126112112,0.925516398,0.962069596,0.800942617,0.843498011,1.056553999,0.809219273,1.030711135,1.01076868,1.243447255,1.045786355,1.056292248,0.9549164,0.897719802,1.047072064,0.88929336
Q9Y478;F5H2X8;F5H4Y8;F5H610,5-AMP-activated protein kinase subunit beta-1,PRKAB1,9,57,1.447659177,1.068181682,1.169893761,1.073360508,1.505260177,1.193821874,1.046546639,1.266711655,1.238630699,1.17964662,1.059687861,1.099334227,1.114484756,1.267836195,1.048293213,1.0587351,1.150017814,1.196844729,1.285438737,1.061271406,1.095115273,1.083829714,1.186879818,1.022664233,0.922626766,1.070396999,1.006402977
Q15785,Mitochondrial import receptor subunit TOM34,TOMM34,18,57,1.136627771,1.009258397,0.874252664,0.886496859,0.845115328,0.875915293,0.939566267,0.842265325,0.878003834,1.225830092,1.099404648,0.972555975,1.086506633,1.000757314,1.157291309,1.048628097,1.006797661,1.015643657,1.151863467,1.132812507,0.976450576,1.092759026,0.951626709,0.983358263,0.938372656,0.986784812,0.972890266
P09493-3;P09493-8,,,33,57,0.858645579,1.024839424,0.911791216,0.925847255,0.866841086,1.057270776,1.106813822,0.866649259,0.701443007,0.897039379,0.927952336,1.204014596,0.955848549,1.082705603,1.023591768,1.040650681,0.98856039,0.971509728,0.972507744,1.043249124,1.000002905,1.049200214,0.950021336,1.108392861,1.055466053,0.941377702,0.818203595
Q9H6F5;H0YG79;Q9H6F5-2,Coiled-coil domain-containing protein 86,CCDC86,20,56.9,1.205648177,0.984086801,1.195953422,1.075013365,1.329328836,0.924162301,1.01953057,0.891865237,1.219241788,1.211087419,0.87694234,1.134416532,0.904478556,1.184400907,0.833436883,0.88604633,0.846303215,1.177860959,1.277268692,0.906816099,1.178672895,1.065881533,1.235946106,0.91869398,0.925640283,0.825943025,1.184714649
Q99459,Cell division cycle 5-like protein,CDC5L,43,56.9,1.113739763,1.026920013,1.099273598,1.032045993,0.888410068,0.858494422,0.908276143,0.970699587,1.118196657,1.137248031,1.077722395,1.120806206,1.015049208,0.924763547,0.866571204,0.940692162,1.042578449,1.162026645,1.151507228,1.011981736,1.102454874,0.991572441,0.89236459,0.863677725,0.877075089,0.974042592,1.083611324
P46940;A0A0J9YXZ5;H0YLE8;A0A087X225;A0A087WWP1;H0YKA5;D6R939,Ras GTPase-activating-like protein IQGAP1,IQGAP1,90,56.9,0.888477875,1.027087892,0.930975578,0.907420885,1.02082315,0.929603615,1.033505899,0.931157369,0.740063552,0.948769987,1.095786095,0.917969494,1.028983077,1.104069853,0.974476741,1.078288721,0.980200751,0.786660298,0.849900641,1.021764032,0.912564749,0.958282756,1.059570003,0.969695828,1.060522548,0.93569728,0.737911657
Q96MG7,Melanoma-associated antigen G1,NDNL2,16,56.9,1.038608902,0.944824314,0.973379588,0.90311795,0.859905878,0.853069647,0.949227433,0.921399854,1.438058586,1.037580049,0.955201413,0.949062769,0.907370566,0.83907251,0.982462281,0.932398226,1.025586468,1.266566148,1.243931745,0.951439067,1.087263547,0.992724524,0.940256254,0.967734758,0.884741651,0.94177221,1.240352262
H7BZJ3,,PDIA3,8,56.9,1.05445072,1.088270414,1.223626834,1.10737421,1.285756497,1.267638099,1.09023744,0.94645471,0.79646017,1.030574773,0.933022995,1.228614468,0.974961488,1.292328594,1.164087413,0.963100602,0.869420207,0.855116588,1.07996287,1.08093214,1.16416768,1.050882735,1.404530568,1.190729102,1.035254784,1.081174781,0.894949854
P62826;B5MDF5;J3KQE5;F5H018;H0YFC6;B4DV51;A0A087X0W0,GTP-binding nuclear protein Ran,RAN,12,56.9,1.003278467,1.020703142,1.118141846,0.948245397,0.933499543,0.924764221,0.911115289,0.943360222,0.769509272,1.056389423,1.028864073,1.112963688,1.001335279,1.009954909,1.083196593,0.944079587,1.123088364,0.771276125,1.191134019,1.022395318,1.382821258,1.053278959,1.066961002,0.989638657,0.938630217,1.260681757,0.81493905
Q96EU6-2;Q96EU6;U3KPZ9,Ribosomal RNA processing protein 36 homolog,RRP36,13,56.9,1.044762176,0.931522582,0.943268156,1.127584901,0.937474202,0.873599243,0.954650769,0.778941638,2.513305889,1.091706285,0.938247887,0.94557367,1.073205694,1.025030536,0.878705632,0.972831364,0.860743516,2.569995924,1.192922164,0.943860557,0.982034204,1.174695425,1.046292944,0.822218665,0.961295808,0.826698867,2.804334392
Q9Y5X3;Q5QPE5;Q5QPE4;A0A087WUY5;U3KQL0;U3KQP5;Q9Y5X3-2;G3V2U1,Sorting nexin-5,SNX5,23,56.9,0.977966679,0.990056653,1.15288455,0.986864062,1.095591572,1.140928371,0.956048347,1.102648631,0.766919779,0.959753615,0.991646886,1.041508599,1.018259286,0.962022028,1.139618495,0.987693047,0.936262309,0.802676966,0.896871964,0.984186812,1.082072037,0.969977892,0.924185019,0.999913946,0.863269915,0.968675102,0.709346189
C9JQV0;Q9BRJ6;H7C0T1;H7C2R9,Uncharacterized protein C7orf50,C7orf50,11,56.8,0.959058399,0.965741799,0.791549653,1.042002761,0.648413717,0.670098784,0.884276827,0.732153894,0.842511308,1.109059539,1.023683125,0.923116248,1.180437019,0.811388062,0.875930523,0.923788037,1.046276187,0.92928903,1.019610292,0.93651384,0.884994916,1.030486742,0.73415639,0.76362445,0.819627481,0.947934412,1.096878576
Q9H7E9;Q9H7E9-2,UPF0488 protein C8orf33,C8orf33,12,56.8,1.355254429,0.950357756,1.076611201,0.949663983,0.960117908,0.993217852,0.941591517,0.965501928,1.141010154,1.342845029,1.101092539,1.153127861,0.942133158,1.029148428,1.086673639,0.956971071,1.033318881,1.323304462,1.231182895,1.007630467,1.101069649,0.948352497,1.076612202,1.062200839,0.938730777,1.09145399,1.1539427
P12268;H0Y4R1;E7ETK5,Inosine-5-monophosphate dehydrogenase 2,IMPDH2,23,56.8,1.067319612,0.994117498,1.372379877,0.982827368,0.915652636,1.054978135,0.988543072,0.984274259,0.679202972,1.109314847,1.079221149,1.440519613,1.232612533,1.042542674,1.253488277,1.143035079,1.029659832,0.772937915,0.934637788,1.138918755,1.377894994,1.068952561,1.044603256,1.177137135,1.08639244,1.05472707,0.729245331
Q8IVD9,NudC domain-containing protein 3,NUDCD3,17,56.8,1.036331177,0.999171974,0.772467124,1.026665492,1.169186919,1.152953054,1.042010504,1.052447561,0.796378634,0.952997417,0.992121217,0.751822264,0.959370271,1.006788412,0.977211301,1.005311746,0.95504385,0.748319315,1.013139968,0.953440147,0.78944518,0.977262488,1.034702845,0.966978939,1.037953165,0.958122395,0.906686764
P04843;B7Z4L4;F8WF32,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,RPN1,37,56.8,1.007126734,1.036014568,1.045758587,0.910594842,0.981705559,0.972765035,1.002260708,0.838614534,0.792198399,1.048681328,1.064016954,1.290521122,1.067244155,1.167567781,1.129834941,1.038913978,1.014103831,0.855919447,1.059881938,0.990742507,1.139574569,1.016140579,1.167293627,1.068570089,1.030505495,0.958334475,0.823937422
A0A087WUC6;E9PI68;Q15005;E9PL01;H0YE04;E9PRB9,Signal peptidase complex subunit 2,SPCS2,15,56.8,1.10462292,1.023310142,1.238928784,1.030358959,1.436517677,1.171963546,1.081837117,1.017539331,0.897204905,0.996257732,0.911814751,1.088764432,0.946062427,1.044046182,1.000333574,0.901028414,0.998337257,0.832449417,1.117519002,0.990473611,1.140015548,1.003956552,1.24366661,1.131038648,1.199238905,0.952339395,0.846454473
P23193;P23193-2;E5RIS7;B7Z4S1;E5RJ93;E5RK46;E5RFI1,Transcription elongation factor A protein 1,TCEA1,18,56.8,1.115847145,0.980638119,0.927327508,1.063032019,1.017928753,1.046491981,0.863798003,0.993131713,0.916310741,1.091530389,0.993092551,0.880013675,0.952111589,0.863251396,0.897157776,0.991188065,0.901343724,0.935283912,1.101085087,1.039071136,0.949721045,0.951238423,0.908559889,0.882354386,0.905074026,0.904194677,0.862126901
P42166,"Lamina-associated polypeptide 2, isoform alpha;Thymopoietin;Thymopentin",TMPO,34,56.8,1.290447833,1.021624015,1.001091756,0.93218558,0.819101468,0.807486192,0.843045237,1.048183822,0.97863125,1.206696612,0.968660843,1.029848008,0.903403926,0.798466975,0.82885246,0.802588193,1.0591377,0.929900086,1.261557014,0.992593181,1.00261732,0.969756114,0.849107177,0.922199631,0.875074342,1.116678133,0.938461244
Q9H3U1;Q9H3U1-3,Protein unc-45 homolog A,UNC45A,51,56.8,1.00220723,1.025951444,1.250350101,1.001420986,0.95008711,1.045089946,0.985596888,0.957942689,0.884134197,0.986259787,0.99721614,1.159092344,0.956817143,0.904699029,0.911483239,0.958881932,0.889138393,0.88261981,0.968593661,1.041553939,1.283039545,1.013214595,0.981130782,1.059597205,1.072169135,0.993619451,0.899978245
Q5T9B7;P00568;H0Y4J6;H0YID2;Q9Y6K8-2;Q9Y6K8-3;Q9Y6K8,Adenylate kinase isoenzyme 1,AK1,15,56.7,1.078120247,1.070318791,1.069175307,0.958979116,1.35809139,1.090326307,0.977740183,0.986939212,0.665679181,1.073058235,1.099148899,1.165972496,1.095361852,1.465437302,1.36374849,1.051379242,1.077698419,0.658818563,1.133145563,1.073299844,1.119958051,1.023762559,1.348719061,1.073583649,0.870079203,0.948283721,0.582349591
P12429;D6RA82;D6RFG5;D6RFJ9;D6RAZ8;D6RCA8,Annexin A3;Annexin,ANXA3,23,56.7,0.915909037,0.999377151,0.902402498,0.913551452,1.022928778,0.944758072,1.291867273,0.979517661,0.714878484,1.089381471,1.135666471,1.077051142,1.222799962,1.263054248,1.434524518,1.443277124,1.320790207,0.884059438,1.072200159,1.048458982,0.926065305,1.067593248,1.143047571,1.108749565,1.183845827,1.038804846,0.736073858
Q9NV35,Probable 8-oxo-dGTP diphosphatase NUDT15,NUDT15,7,56.7,1.118658351,1.092826572,0.873410409,1.069535666,0.908905728,0.933267501,0.950729961,0.99800481,1.085982642,1.324199404,1.250284407,1.224256246,1.282732329,1.166330905,1.352058693,1.126415194,1.304906715,1.318519289,1.313404113,1.111684783,1.062597586,1.066141472,0.963423346,0.894339252,0.932012377,1.00957965,1.013815161
P60510;H3BTA2;H3BV22;I3L4X0;H3BPN5;H3BVE3,Serine/threonine-protein phosphatase 4 catalytic subunit;Serine/threonine-protein phosphatase,PPP4C,15,56.7,1.126692563,1.023026895,0.977989506,0.945834641,0.883484572,0.767853225,0.907988462,0.919928535,1.158937701,1.067630677,0.985362752,0.998615828,1.058833328,0.87001554,0.898409868,0.905400349,1.009756697,1.144060687,1.097584049,1.022350675,1.033348522,1.032429074,1.035974655,0.827525749,0.827571538,0.921765434,1.052687477
O14966;O14966-2;O14966-3;E9PL56,Ras-related protein Rab-7L1,RAB29,9,56.7,0.851188769,0.918830734,0.988040944,1.127402131,0.974808707,1.705176107,1.374332436,0.939048894,1.099768783,0.918544109,0.786154472,3.638508765,0.782594137,1.676922203,1.438281465,1.05597199,0.974269448,1.542426432,0.906487134,0.897990946,0.999248155,1.019794315,1.005417566,1.678663143,1.828337202,0.936643666,1.058084806
P62241;Q5JR95,40S ribosomal protein S8,RPS8,15,56.7,0.979335014,0.990979194,0.946506809,0.827737381,0.874070726,0.976739661,0.972139155,0.860952434,0.728078503,1.101398729,1.07869622,1.012233582,0.972860093,1.020996703,1.22745265,1.199094428,1.021079191,0.854973392,1.094320205,0.955249514,0.991342085,0.925652169,0.911338632,1.065175631,1.109327006,0.962967825,0.728881649
Q9Y512,Sorting and assembly machinery component 50 homolog,SAMM50,26,56.7,0.935259176,0.98888833,0.968019528,1.040488497,1.077774174,1.085051958,1.067319092,1.017689033,0.792082898,1.021734195,1.066985351,1.148820092,1.121367099,1.178995513,1.158688092,1.121211803,1.160028774,0.832662542,0.982403187,1.014460905,1.006483436,0.998556014,1.079982258,1.060037298,1.011801259,1.040543789,0.740972753
Q9Y3B1;Q9Y3B1-2;E9PL81,Protein slowmo homolog 2,SLMO2,9,56.7,1.165207153,1.005079998,1.170457372,1.034528696,2.518231712,1.062560804,1.026319194,0.990126946,2.493967496,1.075347556,0.936802966,1.122316872,1.01331708,2.471980281,1.20693415,1.132899686,1.02598525,2.498915216,1.116532407,1.040348515,1.136880459,0.942366063,2.242732129,1.094754761,1.213263775,1.124073889,2.404809581
Q9BRP8-2,Partner of Y14 and mago,WIBG,9,56.7,0.95926843,1.000835874,0.857224963,0.854372459,0.746999257,0.810715328,0.952756587,0.77073969,0.684011661,1.049458723,1.014767381,1.007020663,1.087137428,0.941920505,1.14286134,1.018546265,1.115816504,0.859576859,1.053644198,0.974553403,0.928005889,1.001818275,0.821270106,0.918992258,0.897699483,0.836762258,0.644935279
Q8NEU8;Q8NEU8-2;Q8NEU8-3;F8VXB0;H0YH86;F8VWV2;F8W124;F8VS86;F8VR68,DCC-interacting protein 13-beta,APPL2,29,56.6,0.858664261,1.039517932,0.896593954,0.973982015,1.073638274,1.137405557,1.040467581,0.940346366,0.610807407,0.851715212,0.980531864,0.830120242,0.90506608,1.045215233,1.093064584,1.014012631,0.896081511,0.608945605,0.861267485,1.099652746,0.864096405,0.977406836,1.053789391,1.146842974,1.043732549,0.933762281,0.637649478
A5YM69,Rho guanine nucleotide exchange factor 35,ARHGEF35,23,56.6,0.991461533,0.973073379,0.734493232,0.735937687,0.659090659,0.681328521,1.217180307,0.559759549,1.317552307,1.555823832,1.552830955,1.819124443,1.750826228,1.233336722,1.557105629,1.451327884,1.112351401,1.937541165,1.127885591,1.018223635,0.776313979,1.245153656,1.149848259,1.096272078,0.925958914,0.613024403,1.13260397
P24385;F5H437;D6RDF8;P30279-2;P30279,G1/S-specific cyclin-D1,CCND1,16,56.6,0.852733598,0.762405212,0.676794539,1.03921164,0.433949831,0.549317226,0.85018229,0.800623191,2.576286228,0.933740399,0.733281788,0.738537208,1.178693743,0.494543725,0.594277215,0.910503917,0.999928176,2.811943645,0.927312227,0.756854383,0.684728383,1.107788902,0.458791098,0.605893889,0.792267839,0.905729942,2.534727148
A0A024R4E5;Q00341;Q00341-2;H0Y394;H7C0A4;H7C2D1;C9J5E5;C9JIZ1;H7BZC3;C9JZI8;C9JHZ8;C9JES8;C9JHS7;C9JT62;C9JK79;C9JBS3;C9JEJ8;C9JHN6;C9JQ82;C9JMQ6;C9JHS9;C9J739;H7C3D0,Vigilin,HDLBP,69,56.6,0.819202939,0.995275438,0.758383668,0.95918614,0.782344306,1.091216753,0.941211046,0.88312993,1.047989169,0.827727298,0.958883301,0.717400556,0.891534956,0.756922611,0.938346191,0.872295837,0.842273605,0.971080399,0.826797111,0.985894277,0.766821576,0.942797155,0.796973373,1.092101103,0.923474171,0.899202735,1.029711777
P61978-3;Q5T6W2,Heterogeneous nuclear ribonucleoprotein K,HNRNPK,27,56.6,1.166132629,0.945844791,0.943851892,0.95839632,0.975702805,0.872891224,0.942160424,1.043752478,0.850511432,1.081086935,0.918083301,0.85997736,0.996372872,0.964202859,0.877407361,0.962957022,0.973141811,0.856986471,1.00901552,1.023133365,0.903521416,1.005226225,1.00832162,0.909795987,0.946861044,1.029444849,0.833607342
P35232;C9JW96;C9JZ20;E7ESE2;E9PCW0;P35232-2;D6RBK0,Prohibitin,PHB,16,56.6,0.993600177,0.976606035,0.997416811,0.972344003,0.996738147,1.046866606,1.089976449,0.911167803,0.690520684,0.997746056,0.912585191,1.160693951,0.915806006,1.01084041,1.109930843,0.996517045,0.956041066,0.660999556,1.09468698,0.936125501,0.99250588,0.994813604,1.015981516,1.092556403,1.130786603,0.974297799,0.698023955
O00231;O00231-2;J3QRY4;J3QS13,26S proteasome non-ATPase regulatory subunit 11,PSMD11,25,56.6,0.998477516,1.014389641,0.957538597,1.072200707,1.007976446,1.032139922,0.982957559,1.018884045,0.913814178,0.961486042,1.003549863,0.935716723,1.023782396,0.972278551,1.026777442,0.967256518,1.021631864,0.878946543,1.03028894,0.976549353,1.033823633,1.031140835,1.010831216,1.027278104,1.031249816,1.033060367,0.889556332
Q15008-4;C9J0E9;C9J7B7,26S proteasome non-ATPase regulatory subunit 6,PSMD6,32,56.6,1.25975553,1.024770809,1.23669117,1.093950524,1.073247527,1.065507602,1.062132403,1.076733581,3.496289995,1.187192466,1.001862263,1.192326059,1.038202856,1.027472909,1.059023854,1.106022593,1.035877874,4.199918489,1.208862025,1.012123934,1.236943533,1.003664057,1.02524882,1.018868395,1.001902158,1.026819649,3.967442386
Q9UHB9;Q9UHB9-4;Q9UHB9-2;Q9UHB9-3;K7EN53;K7EQC2,Signal recognition particle subunit SRP68,SRP68,37,56.6,1.038018429,0.99171078,1.084119654,1.031161537,1.014623232,1.102373141,1.033692149,0.990680706,0.844233519,1.061723423,1.033323105,1.047335258,1.11145738,1.104404685,1.161582161,1.06451316,1.069537458,0.906521361,1.011887901,0.942993661,1.058563011,1.037873463,1.049296093,1.074998792,1.004537462,0.987117569,0.888266245
G3V1L9;H0YKB1,,TJP1,84,56.6,0.790123242,0.947868905,0.704609301,0.924017758,0.76562866,0.782444278,1.024699444,0.89094564,0.861211729,0.82274449,0.970209641,0.685699717,0.910027546,0.800767754,0.731481428,1.01684291,0.925757003,0.85129061,0.806458334,0.918922416,0.679719584,0.901251359,0.769469407,0.777856113,0.963628721,0.889627303,0.818867729
Q9UK41;Q9UK41-2;E9PQR7,Vacuolar protein sorting-associated protein 28 homolog,VPS28,14,56.6,1.086063194,1.011319144,0.943275284,1.092477372,1.141128281,1.17300136,1.01084627,1.163611884,0.924551948,1.036277216,1.026906335,0.888985897,1.033257536,1.073662881,1.221534188,1.179890512,0.972537555,1.260975966,0.975469704,1.050262203,0.932006389,1.01694665,1.104171987,1.092122131,1.003986185,0.986928947,0.966899084
Q8NFV4;Q8NFV4-4;Q8NFV4-6;C9J7Q4;H7BZ58;Q8NFV4-5;H0YC52;H7C396;Q8NFV4-3;Q8NFV4-2,Alpha/beta hydrolase domain-containing protein 11,ABHD11,15,56.5,1.05318299,1.002176801,1.024875747,1.065455516,1.080063392,1.156333068,1.065493942,1.13491723,0.753078062,0.928425135,0.985088252,0.920713316,0.890295918,0.937062303,1.094468678,1.100814662,0.960743925,0.648792243,0.941073913,1.014123565,0.950842188,1.032494092,1.029408781,1.01674207,1.001092258,1.020868039,0.759933148
P21283;E7EV59;A0A0U1RR16;Q8NEY4-2;Q8NEY4,V-type proton ATPase subunit C 1,ATP6V1C1,26,56.5,1.107934329,0.999059392,1.320114703,0.971452054,1.166162545,1.014377659,1.026195051,0.881392828,1.012131153,1.154341434,1.135129967,1.34951506,1.213988854,1.449048378,1.365663851,1.212819161,1.076954984,1.269719123,1.069847115,1.018524914,1.259962151,1.08510542,1.20978286,1.071718738,1.021197291,0.908961252,1.04584868
P00387-2;P00387;P00387-3;B1AHF3,NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form,CYB5R3,13,56.5,1.054399135,0.988207562,0.996700494,0.996048787,1.093481425,1.081080626,0.990656013,0.883874236,0.609966257,1.043607089,1.016548312,1.183737542,1.118945784,1.197222812,1.237233022,1.032292763,0.96657743,0.675638835,1.092049274,0.999221078,1.070572849,1.012893594,1.173155932,1.146597836,1.021564168,0.961702856,0.611691452
Q9NPF5;Q5TG40;Q5TG38;Q5TG39;Q5TG36;Q5TG37,DNA methyltransferase 1-associated protein 1,DMAP1,26,56.5,1.00279287,1.005886616,1.066322553,0.989633575,0.69495877,0.907393263,0.93209715,0.975310637,1.257989398,1.028956461,0.999520018,1.075160413,1.025004902,0.756476059,0.927416582,0.967745912,1.005245635,1.243299398,1.043346794,0.979240268,1.070551652,0.987357714,0.877326263,0.925781162,0.955411844,0.99591722,1.080429911
Q13451;Q13451-2,"Peptidyl-prolyl cis-trans isomerase FKBP5;Peptidyl-prolyl cis-trans isomerase FKBP5, N-terminally processed",FKBP5,28,56.5,1.049238933,1.085076934,0.927802011,0.941778597,0.964883994,0.878813619,0.917147159,0.995891028,0.800805879,1.090037766,1.227790037,0.982874073,1.085948463,1.045544811,0.983775526,0.96577187,1.088695271,0.882592589,1.039263815,1.15805877,0.9915955,0.987453643,1.023709862,0.935565813,0.943184588,1.035134813,0.839608768
A0A087X2D5;Q9BRJ2;A0A0G2JMS5;A0A087WU62,"39S ribosomal protein L45, mitochondrial",MRPL45,14,56.5,1.069744374,0.967232087,0.886001987,0.870512599,0.790116507,0.855606777,1.042502496,0.848100348,0.852039806,1.044777865,0.990010696,0.901978002,1.054274889,0.935589817,1.164732052,1.181923869,0.984431323,0.900921728,1.016488099,0.974332341,0.789134727,0.969405532,0.821934525,0.999057376,1.212799072,0.842297985,0.791681296
O15305;H3BV55;H3BPH4;H3BRM0;O15305-2;H3BR08;H3BM92;H3BV34;H3BT06;H3BNY9,Phosphomannomutase 2;Phosphomannomutase,PMM2,18,56.5,1.05489256,1.004484404,0.927233095,0.966425653,1.00784667,1.117540589,1.073427213,1.047980572,0.749813683,1.180539728,1.076750639,1.002168773,1.166369129,1.171751701,1.464375444,1.163518837,1.262411794,0.889884077,1.042336508,0.952128438,0.871280883,1.005312265,0.999783426,1.082352661,1.065019966,0.968538736,0.724554557
R4GNH3;P17980;E9PM69;E9PKD5;E9PN50,26S protease regulatory subunit 6A,PSMC3,26,56.5,1.23985455,1.047802681,1.395976809,1.018100916,1.068442365,1.03993238,0.972858576,1.073527165,1.178931096,1.183379595,1.098177905,1.414376416,1.176686081,1.138712088,1.120256514,1.054859972,1.046842207,1.305991313,1.091065718,1.137628278,1.414750069,1.080312413,1.079687056,1.077747992,1.009278115,1.056890827,1.224991473
Q00577;K7ENC1;Q9UJV8-2;Q9UJV8,Transcriptional activator protein Pur-alpha,PURA,14,56.5,1.030113456,1.014355051,1.056598922,0.915182149,0.959192875,0.941699999,1.020873334,0.874915748,0.666461642,1.0232474,1.019056088,1.053513871,1.047233009,1.022024452,1.036128897,1.029592321,1.057953634,0.727672953,1.11095679,1.035231292,1.129553424,0.990598668,1.068701507,1.008836463,0.996828885,0.978964588,0.699906986
Q7Z6M1;Q7Z6M1-2;Q5T1S4;Q5T1S5,Rab9 effector protein with kelch motifs,RABEPK,16,56.5,1.031291474,0.976275685,0.832734192,1.010489064,0.854631147,1.004542833,1.040878181,0.978571689,1.160584465,0.920811452,0.915439299,1.123634666,0.952073016,0.906922858,1.007655953,0.890637419,1.052445159,1.097062085,1.088439308,0.919947334,0.870747765,1.000615762,0.851645193,1.006756719,0.928782123,0.950358191,1.089364369
P62857,40S ribosomal protein S28,RPS28,7,56.5,0.943418342,0.904109864,0.963751922,0.97764259,1.021897813,0.980285787,0.937411745,0.894363175,0.775647118,0.992902778,0.908709321,0.857164818,0.902110218,0.885203091,1.131117927,1.005241204,0.844086838,0.713860431,1.058181808,0.939362433,0.909973975,0.89714395,0.864643909,1.000735232,0.949300477,0.916839338,0.637450882
P11387;E5RJ33;H0YBR3;H0YAR3,DNA topoisomerase 1,TOP1,53,56.5,1.110007103,0.804488431,0.588372118,1.03821061,1.021182792,0.824461008,0.946145179,1.10279297,1.146571431,1.133456874,0.839250665,0.670704423,1.087381788,1.024672213,0.795031877,0.975051334,1.07256509,1.195646291,1.046194152,0.818870275,0.556174246,1.047752495,1.069817197,0.821975689,1.003571274,1.116831357,1.213376447
Q8NBS9;Q8NBS9-2,Thioredoxin domain-containing protein 5,TXNDC5,22,56.5,0.984770653,1.053960591,0.925432841,1.03404366,1.256981281,1.127996983,1.028162134,0.947342687,0.66861909,0.970751093,1.052622313,0.881196151,0.997231818,1.158379734,1.111870786,1.039319672,0.872372869,0.755339345,1.022311332,0.988229429,0.925567519,1.074987237,1.204410429,1.09339965,1.145470346,0.868006138,0.658408441
A0A0U1RRM4;K7EKJ7;A0A0D9SF20;K7EK45;A0A087WUW5;K7ELW5;K7EKX4,,,24,56.5,8.919068306,1.087634466,0.965712058,0.976586974,1.044895683,0.891306837,0.961068397,0.952949086,0.887846117,3.060533183,0.844954087,1.075806042,0.740817633,0.867754197,0.778554325,0.763962954,1.055475581,1.561795121,5.623150441,0.724940293,0.742263989,1.207167339,0.822872906,0.758918615,0.822273856,0.978050011,1.287347241
Q9UBQ5;K7ERF1;Q9UBQ5-2;K7ES31;A0A087WVB9;K7EQM4;K7EK53;B4DQ48,Eukaryotic translation initiation factor 3 subunit K,EIF3K,11,56.4,1.008774719,1.012651551,0.969888708,0.900261389,0.943068792,0.97333831,1.00216958,1.043840998,1.143048325,1.04170367,0.949125073,0.902640369,1.027557079,0.846197617,1.061473516,0.991261379,0.998833942,1.051199473,1.037291786,0.948784621,0.939699377,0.971621163,0.862398871,0.950897422,0.871027635,0.937333293,0.881561188
