Majority protein IDs	Protein names	Gene names	Peptides	Sequence coverage Rep_1 [%]	Azaguanine_1	Raltitrexed_1	Topotecan_1	Floxuridine_1	Nutlin_1	Dasatinib_1	Gefitinib_1	Vincrisitine_1	Bortezomib_1	Azaguanine_2	Raltitrexed_2	Topotecan_2	Floxuridine_2	Nutlin_2	Dasatinib_2	Gefitinib_2	Vincrisitine_2	Bortezomib_2	Azaguanine_3	Raltitrexed_3	Topotecan_3	Floxuridine_3	Nutlin_3	Dasatinib_3	Gefitinib_3	Vincrisitine_3	Bortezomib_3
P01034	Cystatin-C	CST3	4	23.3	0.615541875	0.785980791	0.897711283	0.812744173	1.127209093	0.906202469	0.831001878	0.943919722	0.616459141	0.824827699	1.240594313	1.318563195	1.318161233	1.79274426	1.280733585	1.153285566	1.378336936	0.787215823	0.88862486	1.283681794	1.548858726	1.130934518	1.795094647	1.393308445	1.246736402	1.294040333	0.717882302
"P01040;C9J0E4"	"Cystatin-A;Cystatin-A, N-terminally processed"	CSTA	4	53.1	1.277941472	1.41093986	1.475710389	1.401815566	2.133939801	1.264004683	1.224134735	1.042856025	0.972880019	1.268081177	1.443723124	1.616500898	1.912955968	2.14488487	1.387063245	1.143363386	1.212431442	0.851463249	1.323504125	1.349688505	1.384155434	1.392743429	2.355331016	1.272799119	1.327146188	0.924448547	0.874247629
P04080	Cystatin-B	CSTB	7	79.6	1.04587069	1.106593857	1.274010721	1.23293642	1.257130912	1.179393525	1.398259377	1.184370753	0.813835408	1.030408426	1.161855053	1.181487079	1.165655538	1.393788826	1.248854703	1.629882204	1.18715153	0.791315209	0.972705399	0.97362574	1.14654197	1.19229404	1.15451618	1.181883213	1.335732733	1.162982664	0.753883303
"Q05048;A0A0A0MSZ9"	Cleavage stimulation factor subunit 1	CSTF1	11	30.4	0.786600347	0.827329029	0.801467794	0.725756666	0.77996162	0.678229125	0.709069943	0.78010453	0.699131316	1.014677907	0.933498702	0.980361326	0.97173649	0.904972276	0.826946472	0.853896405	0.894466178	0.893064002	0.979036994	1.017506929	0.991265752	0.872255802	0.959710281	0.850183149	0.901458776	0.881520556	0.907078816
"P33240-2;P33240;E7EWR4;E9PID8"	Cleavage stimulation factor subunit 2	CSTF2	17	46.6	0.972933703	1.022531368	0.996585811	0.975638894	0.947828402	0.982027791	0.890846484	1.005665175	0.970258791	0.994564083	1.049025357	0.988946544	0.923585571	0.956767231	0.987325346	0.906270079	1.011203726	0.971513794	0.987632981	1.044350567	0.985365918	0.975809267	0.92552979	0.994574253	0.908482714	1.052408054	0.990902835
Q9H0L4	Cleavage stimulation factor subunit 2 tau variant	CSTF2T	15	37.5	0.930164591	0.99262676	0.99661223	0.955828258	1.097453112	0.829918055	0.996227821	1.006200718	1.280801557	0.973676076	0.912965805	0.946201119	0.996735779	0.853436431	0.939602774	0.837065729	0.948665766	1.322856652	0.982343907	0.986797618	0.892927228	0.920338871	0.881683486	0.872086972	0.866957589	0.923248439	1.229088119
Q12996	Cleavage stimulation factor subunit 3	CSTF3	20	26.4	0.967000168	1.036335947	1.013477237	1.008507011	0.971958282	0.941192414	0.915956506	0.953030121	1.144840836	0.985991564	1.083862243	1.008715596	0.996770541	1.044368875	0.966751543	0.945161944	0.988371805	1.208366944	0.990127946	1.052883399	0.986282895	1.073629807	1.03564062	0.960289972	0.918171051	1.02033663	1.244926753
"Q13363-2;Q13363;E7ESU7;D6RAX2;E7EPF8;H0Y8W7"	C-terminal-binding protein 1	CTBP1	8	14.7	1.064884516	0.971430933	1.017770434	1.08996865	1.041957173	0.957018026	1.020045059	0.974546309	0.947263074	1.013860168	0.897657912	0.947174391	1.041049782	1.057766275	0.984485653	0.956934716	0.909202105	0.963946966	0.987648274	0.914430615	0.980515436	0.931002046	0.949107571	0.980533465	0.917820707	0.850906623	0.924219031
"Q5SQP8;P56545;P56545-2"	C-terminal-binding protein 2	CTBP2	9	20.7	0.72302843	0.689275048	0.609906357	0.591591732	0.665375725	0.761711685	0.640455482	0.663083536	0.706321244	0.950998292	0.909781117	0.850991442	0.894783813	0.930131301	1.052621863	0.863492514	0.91354194	0.938789076	0.756256385	0.677755715	0.632940339	0.522948221	0.663123249	0.718768665	0.655771702	0.593782638	0.693796318
Q01459	Di-N-acetylchitobiase	CTBS	3	5.2	0.868648872	0.984511901	1.032248316	1.164258999	1.114776533	0.933261896	0.773662624	0.56504644	0.498599777	0.955532354	1.011816077	1.129475441	1.134028473	1.329298769	0.909000105	0.789800997	0.567564931	0.494316403	0.856172278	0.94837599	1.21111948	1.281144548	1.44985408	0.950672307	0.866228205	0.68820626	0.550682531
"P49711;P49711-2"	Transcriptional repressor CTCF	CTCF	16	21.5	1.056286147	0.734825807	0.83650528	0.859292523	0.797190811	0.911918869	0.929360755	0.825866734	0.871433522	1.012149014	0.716781171	0.857200501	0.819483862	0.753409766	0.886333479	0.868378389	0.803273524	0.817956796	1.081150064	0.694051065	0.817283138	0.896545626	0.810920985	0.950599711	0.89147548	0.853170398	0.927654778
"Q9Y5B0;K7EJD2;Q9Y5B0-4;A0A0J9YWB6;A0A0A0MR03;A0A0J9YWJ4"	RNA polymerase II subunit A C-terminal domain phosphatase	CTDP1	16	26	1.005300946	0.94417079	0.952616744	0.945034207	1.055416552	0.83707843	0.92706664	0.977011572	1.131367091	0.955284818	0.827306213	0.896870239	0.927914632	0.934482274	0.798853271	0.802355396	0.911349803	1.081142528	1.028769484	0.871328962	0.931177493	0.855665727	0.952199788	0.873482874	0.885951378	0.917051124	1.211742019
"Q9GZU7-2;Q9GZU7;H7C270;H7C1Z7;Q9GZU7-3"	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1	CTDSP1	3	8.1	0.948954526	0.814539476	0.951629077	0.776544094	0.793186968	1.063663613	0.948342451	0.811092326	0.741203229	1.009392152	0.662607542	0.77140466	0.728718299	0.631261519	0.966903768	1.180278761	0.882544815	0.676553755	0.996388334	0.803636262	0.797365013	0.685366508	0.739048891	1.12228745	0.993130599	0.898011897	0.740387352
"Q05D32-2;Q05D32;H0YMH7"	CTD small phosphatase-like protein 2	CTDSPL2	10	25.1	0.926161157	1.250446359	0.919511631	0.941948233	0.862639215	1.078000953	0.878515408	1.631029563	1.537559153	0.943221127	0.543841792	0.534177826	0.546835521	0.442346313	0.714994314	0.731320843	0.749995237	0.750841838	0.902914362	0.632672404	0.60185045	0.549871865	0.51152531	0.708122421	0.785986816	0.726249242	0.695838357
"P29279;P29279-2"	Connective tissue growth factor	CTGF	5	15.8	1.423998206	2.161250332	1.035543999	1.466953291	0.707967631	0.933046242	1.843785013	4.539246115	1.44082131	1.171846411	1.506775244	1.034213001	1.234420128	0.887703771	1.021892894	1.490117023	2.915664523	1.331370983	1.227934905	1.518437788	0.999462432	0.989857485	0.81176268	0.683247552	1.284698573	2.62761742	1.160285306
"P32929-2;P32929;P32929-3"	Cystathionine gamma-lyase	CTH	5	12.5	0.964370871	0.904252413	0.848755706	0.760305769	0.883126399	1.442494948	0.998282738	0.882694724	1.769222963	1.065826277	0.956722275	0.891795717	0.713908307	0.846137198	1.473322553	1.010779543	0.834624589	1.678562484	1.146001299	0.936949615	0.893105763	0.815541487	0.710055096	1.465569896	0.961275553	0.79288284	1.581411326
O43310	CBP80/20-dependent translation initiation factor	CTIF	6	12.7	0.932090783	0.969405173	0.853224264	1.023301211	1.335472798	0.871055228	1.063463314	1.053989594	1.077867705	0.721932489	0.628231238	0.648200193	0.766472605	0.629138382	0.571438402	0.742606184	0.831853107	0.810170235	1.040514941	1.168981569	0.807334031	0.803681649	0.99204073	0.629472193	1.511333031	1.399287166	1.438696917
"P35221;P35221-2;G3XAM7;P35221-3"	Catenin alpha-1	CTNNA1	37	45.4	1.026290389	0.902916445	0.92504992	0.897004798	0.99681356	0.963995606	0.968391709	0.821263558	1.528138177	0.998922888	0.946601902	0.918912129	0.9471961	1.056558293	0.987594137	0.975627164	0.855388403	1.580874971	0.994395227	0.890577867	0.914907408	0.90454918	1.007759287	0.956709129	0.97536051	0.831246908	1.532439928
"P35222;B4DGU4"	Catenin beta-1	CTNNB1	21	37.9	1.048257801	0.998577799	0.915174019	0.93281203	1.101396531	0.842437237	0.995846052	0.947360073	1.282975092	1.068805845	1.003654105	0.907022014	0.984926052	1.075318591	0.784320153	0.940889346	0.942003779	1.352944098	1.13922771	1.035640231	0.923196734	0.893468934	1.101402198	0.801893403	0.972690922	0.867895846	1.29682743
Q9NSA3	Beta-catenin-interacting protein 1	CTNNBIP1	2	29.6	0.532306913	0.840216064	0.90018294	0.680833113	0.845076471	0.595384352	0.6678784	0.437975903	0.457000778	0.943798024	1.173463279	1.36863317	0.765440514	1.198503388	0.957328402	1.067796344	0.763691905	0.686739538	0.817917503	0.881204137	0.94829677	0.764461893	1.173584056	1.17221583	0.754438971	0.615682075	0.671895523
"A0A087WUB9;Q8WYA6;Q8WYA6-4;Q8WYA6-3;Q8WYA6-2"	Beta-catenin-like protein 1	CTNNBL1	21	32.6	1.052725729	0.985783145	0.945507553	0.927130781	0.846656222	0.907445528	0.892873412	0.981351682	1.201564654	1.066389046	0.960052478	0.95945578	0.918739622	0.835365822	0.869280495	0.874521423	0.971321706	1.212627694	1.073106433	0.959332881	0.956514919	0.917458776	0.799557864	0.905817723	0.902081204	0.940294169	1.224132229
"O60716-5;O60716-3;C9JZR2;O60716-2;O60716;O60716-8;O60716-7;O60716-13;O60716-11;O60716-6;O60716-4;O60716-10;O60716-9;O60716-21;O60716-19;O60716-16;O60716-15;O60716-18;O60716-17;O60716-14;O60716-12;O60716-24;O60716-23;O60716-22;O60716-20;O60716-29;O60716-27;O60716-26;O60716-25;O60716-32;O60716-31;O60716-30;O60716-28"	Catenin delta-1	CTNND1	41	52	0.874014454	0.82282898	0.956979516	0.854855435	1.00110726	0.839887608	0.877551914	0.784189433	0.918379922	0.889532324	0.861766496	0.987592707	0.894448674	1.058305057	0.893626587	0.902808002	0.817082224	0.936878264	0.90144617	0.854506987	1.000910059	0.896152039	1.069555459	0.899180013	0.894009746	0.784222646	0.991121613
"P17812;P17812-2"	CTP synthase 1	CTPS1	25	41.3	1.08323728	1.183863496	1.027505929	1.236514509	1.227807712	0.943069458	0.991673761	1.437825522	1.041263678	1.108529071	1.187592172	1.093545651	1.292694041	1.289823069	0.969664599	1.107154335	1.471177725	1.050556542	1.090044079	1.227551298	1.072055645	1.346230472	1.288124241	0.982373065	1.034654706	1.518975952	1.037294025
Q9NRF8	CTP synthase 2	CTPS2	14	26.6	0.853063924	0.901823271	0.906845917	0.891173058	0.940120514	1.050502291	1.039968515	1.01890536	0.763702668	0.87019852	0.987511368	0.920157874	0.93649249	0.938385625	1.020505188	1.000790697	0.970604704	0.733240526	0.881735338	0.937165047	0.930856107	0.897875795	0.940822121	1.042239693	1.061737493	1.04387684	0.814925693
Q6PD62	RNA polymerase-associated protein CTR9 homolog	CTR9	21	21.9	1.083353667	0.868314111	0.939754009	0.886426494	0.795468901	0.845943032	0.9306946	0.978723997	1.135231448	1.191206665	0.89743209	0.934063932	0.891961953	0.783665519	0.873453817	0.930189522	0.950919502	1.19911533	1.08202603	0.828183214	0.931052337	0.88530171	0.769214029	0.870070769	0.866489275	0.960655041	1.183094726
"X6R5C5;X6R8A1;P10619-2;P10619"	"Carboxypeptidase;Lysosomal protective protein;Lysosomal protective protein 32 kDa chain;Lysosomal protective protein 20 kDa chain"	CTSA	9	19.5	0.915583135	0.999777854	1.167626747	1.025639573	1.194569445	0.990528147	1.150543441	0.735929631	0.480764756	0.994434083	1.201851552	1.273055129	1.031082128	1.497239054	1.057835577	1.244474432	0.826661475	0.545808689	0.934358275	1.019286084	1.190320121	1.063403241	1.274140667	1.015295754	1.16850099	0.761454022	0.512341454
P07858	"Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain"	CTSB	12	36	0.8800865	1.280325674	1.223227688	1.330638397	1.406649603	0.934016987	1.065926687	1.003990562	0.653001681	1.012968785	1.484546634	1.463257455	1.261406379	1.706005658	0.997743351	1.108957303	1.071751758	0.728901105	0.846623387	1.413679869	1.24609397	1.358647519	1.469913583	0.893469408	1.053161512	1.038495395	0.626420932
P53634	"Dipeptidyl peptidase 1;Dipeptidyl peptidase 1 exclusion domain chain;Dipeptidyl peptidase 1 heavy chain;Dipeptidyl peptidase 1 light chain"	CTSC	7	19.7	0.929671225	1.036802814	0.998688153	1.216447551	0.97293889	1.014499233	0.856310262	0.800918681	0.554774022	1.131330114	1.462020593	1.124943852	1.049021912	1.302541201	1.209215155	1.078395458	0.912838094	0.624286795	1.32193333	1.002315157	1.052725167	1.133360605	1.005233077	1.234210705	1.04885056	1.009463596	0.771524733
"A0A1B0GU92;A0A1B0GU03;C9JH19;F8WD96"		CTSD	14	35	1.090857576	0.938176561	1.286470887	0.660636866	2.901107615	1.490390537	0.971733199	0.436839292	0.707566559	0.683242921	0.794998291	1.053999913	0.974344931	1.890399378	1.220068272	1.011835916	0.440094685	0.680838909	0.72576864	0.692869784	1.167286788	0.529541774	2.151840558	1.561500323	1.037706515	0.559234174	0.652536544
"A0A1B0GVD5;A0A1B0GWE8;P07339;A0A1B0GW44;A0A1B0GVP3;A0A1B0GV23;H7C1V0"	"Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain"	CTSD	16	46.5	0.956930979	1.013628036	1.203727084	1.343448548	2.002265795	1.158226182	1.322539626	0.849689106	0.70245196	0.981689118	1.163844675	1.255289911	1.231672932	2.370092829	1.116255783	1.338580414	0.831288298	0.650941176	0.957767039	0.996458059	1.229858056	1.346810555	2.003500567	1.104944534	1.297790076	0.860446158	0.696258755
"Q9UBX1;H0YD65"	Cathepsin F	CTSF	4	8.3	0.916983217	0.777282432	0.985635337	0.724770918	1.03696373	0.975073109	1.565450798	0.633078377	0.981364506	0.857479375	0.916582042	1.055294209	0.788871928	1.076324523	1.025154156	1.636982272	0.719916191	0.92166495	0.914643723	1.038072741	1.183438061	1.052593359	1.084101422	1.206356447	1.536727167	0.832596046	0.976739775
"P07711;Q5T8F0"	"Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain"	CTSL	13	46.5	0.90721563	1.077100845	1.129482976	1.021290731	1.252794084	1.13528082	1.662079776	0.88338933	0.758191515	0.914322605	1.149580774	1.159981846	1.00222212	1.414304986	1.238855364	1.888622713	0.897735692	0.828733192	0.857473752	1.038754101	1.089593457	0.9314907	1.230863504	1.256046344	1.874018823	0.889806817	0.893766869
"P25774-2;P25774;U3KPS4;U3KQE7"	Cathepsin S	CTSS	4	13.9	0.951629376	1.007432546	1.25339985	0.914894295	0.96359196	0.869635267	0.958356757	0.825437424	0.937512604	0.872963582	1.666643169	1.486987952	1.075298931	1.595604616	1.497593389	1.478795833	0.813827319	0.783299783	0.773246493	1.383827004	1.482273802	1.346080342	1.314308635	1.340829392	1.424536592	0.919814964	0.728522496
O60911	Cathepsin L2	CTSV	3	12	0.503615765	0.823388026	0.51712019	0.465599443	0.371006028	0.360549776	0.77538763	0.414140166	0.35599684	0.574778471	0.704298851	0.665559907	0.859822874	0.222741513	0.285669789	0.699945804	0.463777735	0.572657503	0.690735507	0.869182076	0.721104385	0.61728228	0.322014271	0.287276065	0.996096361	0.327274914	0.407532306
Q9UBR2	Cathepsin Z	CTSZ	9	36	0.937067599	1.124795214	1.0543534	1.031074663	0.855047344	0.679378078	0.681011078	0.611092965	0.405799349	0.978283314	1.233629508	1.047484984	1.057934084	0.989257183	0.71100069	0.683938188	0.674957505	0.435493656	0.913077261	1.050158181	1.011240975	0.925542209	0.870144202	0.670257704	0.714022902	0.596230584	0.512772251
"Q14247;Q14247-3;Q14247-2"	Src substrate cortactin	CTTN	27	48.7	0.89591136	1.088780396	1.202939792	1.252722176	1.32051433	1.104950616	1.058016329	1.071393886	1.033329629	0.933104136	1.186659993	1.245627648	1.203881447	1.463083097	1.148649333	1.133835491	1.14063104	1.098786175	0.895355109	1.101442238	1.201132924	1.207267622	1.33299166	1.036254835	1.016632209	1.081458109	1.08463463
"Q9P2B4;B1AMN7"	CTTNBP2 N-terminal-like protein	CTTNBP2NL	15	25.8	1.012337866	1.067748124	1.171293512	1.013281383	1.145517177	0.929889047	1.043154208	1.108701732	1.209121101	1.114329559	0.897948623	0.981180593	0.989858617	0.849540889	0.808514796	0.849869085	0.907703436	1.065750035	1.150141038	1.045781641	1.136505048	0.779480002	0.900484948	0.704314025	0.945999689	0.95644032	1.241145484
Q7Z7A3	Cytoplasmic tRNA 2-thiolation protein 1	CTU1	8	19	1.013975418	0.903613077	1.019826951	0.926085186	0.890242741	0.977255704	0.894030468	0.903856146	1.930400136	0.915403971	0.890975948	0.996293927	0.980518769	0.764892175	0.922733515	0.725399411	0.898242777	1.789981882	0.974723472	0.950659463	1.020009717	0.897127194	0.911691257	1.02156615	0.961465475	0.980688935	1.670337292
"H3BSW6;Q2VPK5-5;Q2VPK5;Q2VPK5-3"	Cytoplasmic tRNA 2-thiolation protein 2	CTU2	5	10.8	0.957123976	0.9116431	1.013104577	1.013872009	0.911732543	0.961938395	0.914942012	0.972464085	0.856585275	1.021816558	0.984157747	1.019825905	0.908280452	0.957799843	1.055466828	0.922080323	0.978609387	0.923661581	0.892512927	0.960495294	0.982760074	1.097499588	0.877376324	1.136963926	0.900013176	1.10491464	0.81298684
Q9H467	CUE domain-containing protein 2	CUEDC2	6	26.5	0.866230115	1.131392011	1.023668812	1.101520715	1.175178617	1.364820535	1.422481054	0.990003235	1.494070769	1.011734089	1.248355187	1.140946603	1.171948733	1.357387885	0.994265591	1.148191791	0.965007433	1.372188984	0.980432569	1.012970638	1.029127902	1.021170235	1.154138914	0.903571943	0.897993825	0.864454913	1.223381361
"Q13616;A0A0C4DGX4"	Cullin-1	CUL1	31	35.6	0.924809623	0.97597712	0.949992432	0.965766538	0.928015538	0.890359027	0.925091081	0.924688913	0.928200083	0.935992282	1.002448826	0.961500274	0.953477518	0.949742249	0.903650514	0.970852951	0.976369143	0.956078755	0.902901272	0.922885377	0.953234662	0.951093975	0.893719205	0.885345709	0.885318946	0.917810894	0.931368045
"A0A0A0MTN0;Q13617;Q13617-2;Q5T2B5"	Cullin-2	CUL2	20	23.5	0.993870921	1.042430388	1.03067158	1.089925795	0.896958522	0.998116639	0.976389848	1.17434983	1.000891281	1.054140356	1.06460264	1.04933593	1.056720901	0.91134853	0.979410202	1.004086549	1.159255878	1.032115005	0.967786202	1.005238154	0.997555904	1.060547267	0.848109524	1.01344586	0.925952258	1.165057118	1.017668431
"Q13618;Q13618-2;Q13618-3;A0A087WTG3"	Cullin-3	CUL3	35	41	1.022831379	0.968331141	0.940476447	0.987674347	0.945231144	0.962063282	0.975418722	0.990995248	1.126427985	1.008766711	0.927698673	0.93432494	0.96919299	0.903700697	0.92432697	0.952534509	0.966056934	1.01514718	0.957330037	0.885702634	0.90439349	0.960229738	0.881236308	0.946768617	0.924778941	0.968997993	1.053325817
"Q13619;A0A0A0MR50;Q13619-2"	Cullin-4A	CUL4A	25	27.4	1.049241849	0.98802339	1.120378284	1.024413966	0.85005697	1.048476124	1.011954283	1.086122869	1.11401756	0.891199888	0.955069363	1.044157166	0.970979834	0.737787039	0.941702313	0.930301196	0.97181927	1.04856087	0.923935003	0.955885125	1.039431858	0.971472843	0.798338014	0.955951059	0.967654519	1.027034774	1.076753937
"Q13620-1;K4DI93;Q13620;Q13620-3"	Cullin-4B	CUL4B	39	45.7	0.963612163	0.935043303	1.040505757	0.985072969	0.900112729	0.970822765	1.059327354	0.934671769	0.821372358	0.91208484	0.872004316	1.033085954	0.979658231	0.83985627	0.913959415	0.986063802	0.909789871	0.829644316	0.960063836	0.926853028	1.051420039	0.959658303	0.887789934	0.935933406	1.040572113	0.926236551	0.84093378
Q93034	Cullin-5	CUL5	21	25	0.996229273	0.97688308	1.07216048	0.996800632	1.01200126	0.970913246	1.003733001	0.989854295	0.909944284	0.942959248	0.949399422	1.024929265	0.930450509	0.913849674	0.933228789	0.91714646	0.869260639	0.783845421	0.928044095	0.936508178	1.032084117	0.947702049	0.973757519	0.936993673	0.923037084	0.9171251	0.850285496
"Q14999;Q14999-2"	Cullin-7	CUL7	6	3.8	0.973868211	0.985572817	1.346152927	1.131394922	1.029960481	0.892607902	0.943029866	0.810962062	1.190447616	0.887162994	0.990363008	1.272208751	1.191571676	1.016520025	0.854937494	0.981980981	0.89193758	1.219726922	0.716360155	0.824604367	1.189990603	0.990426759	0.810040926	0.793310975	0.787453091	0.701522297	0.925312701
"E9PEZ1;Q8IWT3-3;Q8IWT3"	Cullin-9	CUL9	7	2.7	0.894529584	1.002853881	1.067638074	1.262736407	1.093030445	1.189948597	1.081127976	1.223930402	1.636267205	1.263147837	1.36047205	1.269544995	0.94417989	1.457749133	1.356790618	1.360651273	1.157994231	1.43467944	0.927492118	0.959834805	1.038172533	0.829409154	0.924002836	0.72955333	0.897449876	0.964859041	0.90296563
"O60888-3;O60888;O60888-2;C9IZG4"	Protein CutA	CUTA	4	26.9	1.023762855	1.139431103	1.048401634	1.155480609	1.215017355	1.220438827	1.264667661	1.158159639	0.943605645	0.991485701	0.987541391	1.011312107	1.104932913	1.091018913	1.166964891	1.182464394	1.137171271	1.032737062	1.037140909	1.015112778	1.007034124	1.131094405	1.240356249	1.287956167	1.255841296	1.091278022	0.942266352
"Q9NTM9;A0A0B4J226;Q5TCZ7"	Copper homeostasis protein cutC homolog	CUTC	7	32.2	0.992556313	0.832671245	0.969896994	0.876149703	1.021190839	0.856008527	0.933300291	0.966531204	0.926834188	1.078803753	0.892286283	0.922656023	0.919811489	0.937137184	0.832521621	0.852221478	0.977893794	0.992200449	1.013015639	0.871563858	0.93095472	0.853484914	0.914377696	0.851338189	0.814874087	0.880611752	0.935017813
"Q13948;Q13948-2;P39880-9;Q13948-10;Q13948-9"	"Protein CASP;Homeobox protein cut-like 1"	CUX1	30	35.4	0.956169789	1.007675221	0.999535483	1.027991928	1.008041674	1.068959796	1.070914418	0.981581812	0.774787632	0.900143293	0.960763374	1.0210312	1.03159332	0.963620021	1.104183128	0.95368732	0.905171382	0.99512355	0.988422531	0.989250401	1.005299505	0.944824763	1.211382443	1.385173588	1.251632739	0.755461911	1.012152334
"P39880-3;P39880-2;P39880;P39880-4;P39880-5;P39880-6"	Homeobox protein cut-like 1	CUX1	36	23.7	1.012834271	0.92815318	0.778702249	0.832288539	0.912463609	0.988498513	0.992780875	0.788362867	1.049699994	0.997900048	0.858400513	0.805669052	0.887682481	0.890461304	0.952416466	0.924502791	0.81837957	1.072049899	1.039011653	0.949825641	0.807693854	0.836327996	0.947069623	1.020386042	1.022318211	0.796141496	1.081406377
Q9P013	Spliceosome-associated protein CWC15 homolog	CWC15	5	7.9	0.968874727	0.969422828	0.988005056	0.967829928	0.807283153	0.9330621	0.909946363	0.853593283	0.826534018	0.86518381	0.814520752	0.929736011	0.844992412	0.758742061	0.803817513	0.738494946	0.737235868	0.889759297	0.967264273	0.951573055	0.861654699	0.814211605	0.777317963	0.795520363	0.845848291	0.691998474	0.753957403
"Q9HCG8;B7WP74"	Pre-mRNA-splicing factor CWC22 homolog	CWC22	13	15	1.098854216	0.921364432	0.867517327	0.939136852	0.831646689	0.931146658	0.956814663	0.968466769	1.143763308	1.079270455	0.867865039	0.839345736	0.91711138	0.785392492	0.848436999	0.8760749	0.941743589	1.135973687	1.112235021	0.862516084	0.819618744	0.908787893	0.762264082	0.831526944	0.849648023	0.942067023	1.134328941
Q9NXE8	Pre-mRNA-splicing factor CWC25 homolog	CWC25	8	13.9	1.309921712	0.788683825	0.998483134	1.04602598	0.826941207	0.885630116	0.980236899	1.170940195	2.065958058	1.049939128	0.664959069	0.636894926	0.907221397	0.541577365	0.75733697	0.853540666	0.68560552	1.296693984	1.03282043	0.705179943	0.726137054	0.800107973	0.61626972	0.785045891	0.785057863	0.914782923	1.607295096
"Q6UX04;Q6UX04-2;D6REK3"	Peptidyl-prolyl cis-trans isomerase CWC27 homolog	CWC27	16	48.3	1.033707265	0.956284779	0.919949409	1.005786499	0.8505392	0.959696606	0.964197322	1.031916861	1.264057095	1.00249783	0.93104838	0.879068911	0.966362328	0.867229484	0.866984805	0.875469479	0.99858506	1.149679587	0.980996986	0.916242049	0.820740061	0.950980772	0.833873145	0.871760241	0.881821056	1.009653941	1.155563052
"Q69YN2;Q69YN2-3"	CWF19-like protein 1	CWF19L1	13	25.8	0.969473312	0.951233999	0.904601566	0.814682813	0.610780917	0.848185624	0.906886289	0.937585059	0.818278587	0.905169914	0.892152343	0.883831961	0.824701467	0.577982208	0.836462394	0.873656814	0.933761204	0.814238577	0.942054018	0.934207524	0.883945447	0.816552739	0.643943545	0.83215947	0.909632454	0.904465187	0.775134237
"Q2TBE0;H7C3G7;Q2TBE0-2;H0YE03;Q2TBE0-3"	CWF19-like protein 2	CWF19L2	6	7.7	0.870543058	0.897019928	0.771499572	0.686211316	0.79875013	0.786693166	0.851266204	0.805749581	0.981706786	0.960875972	0.932420832	0.780192745	0.80592029	0.862726085	0.939707601	0.985663469	0.911078074	1.087107361	0.783321626	0.872129048	0.753349138	0.394329151	0.802406398	0.718860645	0.682533083	0.740864785	1.05379712
"P78310-2;P78310-6;P78310;P78310-7;P78310-5"	Coxsackievirus and adenovirus receptor	CXADR	8	20.3	0.86596667	0.844415096	0.863573185	1.015342227	0.805769177	1.322851777	1.272693228	1.089141483	0.73275604	1.078824215	1.07507121	0.91658845	0.958345016	1.02682751	1.418712453	1.692928463	1.187313802	0.910933405	1.003026673	0.879681781	0.904557513	1.070690048	0.864382758	1.264405194	1.297332932	1.19162478	0.856520062
"A2AJT9-3;A2AJT9-2;A2AJT9;H7BXX2;F2Z385"	Uncharacterized protein CXorf23	CXorf23	4	3.8	0.886150608	0.857749078	1.1224503	0.933432088	1.131065268	0.759200719	0.87422693	0.697355178	0.843596888	0.912483235	0.785350709	1.035820611	1.019227307	1.547382102	0.764470622	0.887173037	0.702499623	0.932949903	0.828762008	0.853353175	0.959733047	0.870830117	1.418642801	0.767660974	0.842526214	0.632196376	0.717029417
"Q8TB03;Q8TB03-3;Q8TB03-2"	Uncharacterized protein CXorf38	CXorf38	8	16	1.141535185	0.89936984	1.021189617	1.000803116	0.876666831	0.911733975	0.938304109	0.962671637	0.842377391	1.150545336	0.978478101	1.055578533	1.084741993	0.97595728	0.897975392	0.989379321	1.01391741	0.978189623	1.273177013	1.04783781	1.135812506	0.940899644	0.947550859	0.778248435	0.952479934	0.981844717	1.265252843
"Q9H5V9;Q9H5V9-2;Q9H5V9-3"	UPF0428 protein CXorf56	CXorf56	8	41.4	1.095521036	0.791301624	0.873367858	0.868162779	0.797174432	0.810289167	0.924311727	0.818783995	1.2145579	1.048171656	0.772931445	0.91924269	0.966766849	0.835861628	0.799157906	0.874126133	0.88126104	1.42513875	1.063676689	0.89435539	0.977815192	0.879083056	0.854337659	0.840531221	0.928703329	0.884514457	1.493135399
"Q9P0U4;Q9P0U4-2;K7EQ21"	CXXC-type zinc finger protein 1	CXXC1	12	22.4	1.170585986	0.958512151	0.987996167	0.938922148	0.897378397	0.98823676	0.985729819	0.956612895	1.134156464	0.976559981	0.907661731	0.963944124	1.01657682	0.825739254	0.918685013	0.825180492	0.911794788	0.97720723	1.088196572	0.980969265	1.001281859	1.075823611	0.865779965	1.037796589	0.882596016	0.986586541	0.992076239
"P00167-2;P00167-3;P00167"	Cytochrome b5	CYB5A	4	43.9	0.724200385	0.960708842	0.920432856	1.530231073	0.914602194	1.890290248	0.925723886	1.02074028	0.662899955	0.938773142	1.133170243	0.9854713	0.964111862	1.159610152	1.506575735	1.19626977	0.973799556	0.794037563	0.838263258	0.969773854	0.903557009	1.383831861	0.951720496	1.544489077	0.904662089	1.079385872	0.79353158
